ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),CO2 Emissions(g/km)
1349,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,184
1350,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.4,7,191
1351,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,6.9,184
1352,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,9,6.8,184
1353,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,8.5,6.2,173
1354,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.7,191
1355,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,9,6.8,184
1356,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,9.4,7,191
1357,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,8.9,6.9,184
1358,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,7.7,6.1,161
1359,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,7.5,6,156
1360,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,292
1361,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,275
1362,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,306
1363,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,306
1364,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,292
1365,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,275
1366,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,299
1367,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14,282
1368,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,14.2,9.9,283
1369,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,290
1370,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7,189
1371,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,186
1372,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,200
1373,CHRYSLER,200,MID-SIZE,2.4,4,A9,X,10.2,6.4,196
1374,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,196
1375,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.6,8.5,181
1376,CHRYSLER,200,MID-SIZE,3.6,6,A9,X,12.4,7.5,235
1377,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,235
1378,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.5,10.1,218
1379,CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,X,12.8,8.1,246
1380,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,246
1381,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,226
1382,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,237
1383,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,237
1384,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,222
1385,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,283
1386,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
1387,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
1388,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,237
1389,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,276
1390,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,269
1391,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,237
1392,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,301
1393,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,320
1394,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,283
1395,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,297
1396,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,320
1397,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,297
1398,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,18,10.7,338
1399,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,347
1400,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,264
1401,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,264
1402,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.7,12.4,254
1403,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,237
1404,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,237
1405,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,222
1406,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,297
1407,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,283
1408,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
1409,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
1410,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,237
1411,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10,308
1412,DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.4,8,A8,Z,15.7,9.5,297
1413,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,18,10.7,338
1414,DODGE,DART,MID-SIZE,2,4,M6,X,9.4,6.5,186
1415,DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,7,198
1416,DODGE,DART FFV,MID-SIZE,2,4,A6,E,13.3,9.3,184
1417,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,198
1418,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,202
1419,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,212
1420,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7,202
1421,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,168
1422,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,168
1423,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,278
1424,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,250
1425,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.5,338
1426,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,271
1427,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,262
1428,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,255
1429,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,278
1430,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,259
1431,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,285
1432,DODGE,VIPER SRT COUPE,TWO-SEATER,8.4,10,M6,Z,19.4,11.3,363
1433,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,182
1434,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,166
1435,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,182
1436,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,156
1437,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,198
1438,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
1439,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,198
1440,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
1441,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,198
1442,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
1443,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,216
1444,FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,9.9,7.2,200
1445,FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.1,191
1446,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,6.4,138
1447,FORD,EDGE,SUV - SMALL,2,4,AS6,X,11.5,7.8,225
1448,FORD,EDGE (Start/Stop),SUV - SMALL,2,4,AS6,X,11.3,7.9,225
1449,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.2,9,260
1450,FORD,EDGE AWD,SUV - SMALL,2,4,AS6,X,11.8,8.4,237
1451,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.7,9.6,271
1452,FORD,EDGE SPORT AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,274
1453,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,207
1454,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,8,221
1455,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.6,218
1456,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.6,8,216
1457,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.4,8.4,232
1458,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.8,327
1459,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12,331
1460,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,11.9,8.5,239
1461,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,274
1462,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.6,13,258
1463,FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,299
1464,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,288
1465,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.2,14.1,270
1466,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.2,248
1467,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.7,9.9,276
1468,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.6,264
1469,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13,251
1470,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,15.5,10.6,306
1471,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,20.7,14.3,286
1472,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.4,276
1473,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.2,10.4,288
1474,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.9,10.5,285
1475,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,18.9,14.2,269
1476,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16,11.3,320
1477,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,21.7,15.1,299
1478,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,175
1479,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,175
1480,FORD,FIESTA SFE,SUBCOMPACT,1,3,M5,X,7.5,5.5,152
1481,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8.4,6.2,170
1482,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,8.9,6.8,184
1483,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.3,9.5,267
1484,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.1,278
1485,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.6,10.4,294
1486,FORD,FOCUS,COMPACT,1,3,M6,X,8.1,5.9,163
1487,FORD,FOCUS,COMPACT,2,4,M6,X,10.2,7.3,205
1488,FORD,FOCUS FFV,COMPACT,2,4,AM6,X,8.9,6.2,177
1489,FORD,FOCUS FFV,COMPACT,2,4,AM6,E,11.9,8.5,166
1490,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,9.1,6.3,179
1491,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,12.2,8.6,170
1492,FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.3,6.7,186
1493,FORD,FOCUS FFV,COMPACT,2,4,M5,E,12.4,9.1,174
1494,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.9,6.5,193
1495,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.4,6.3,184
1496,FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,7,205
1497,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.6,7,205
1498,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,10.8,7.5,214
1499,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.4,5.8,126
1500,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11,7.4,216
1501,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,10.6,7.5,212
1502,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.6,8.5,246
1503,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.5,8.3,258
1504,FORD,MUSTANG,SUBCOMPACT,5,8,AS6,X,14.9,9.5,285
1505,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.2,9.3,288
1506,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,7.9,228
1507,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS6,X,15.4,10,299
1508,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.6,12.5,338
1509,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.6,12.6,340
1510,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,22.1,16.7,315
1511,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,7.4,209
1512,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.9,9.5,274
1513,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.2,8.2,239
1514,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.4,11.3,235
1515,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13,9.1,260
1516,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.8,12.6,256
1517,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.6,7.9,216
1518,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,228
1519,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.7,8.4,235
1520,FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.5,239
1521,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.2,9.9,283
1522,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,290
1523,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,242
1524,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,248
1525,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13,9.2,260
1526,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.5,260
1527,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.5,9.8,271
1528,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21,14.2,414
1529,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22,14.9,432
1530,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22,14.9,432
1531,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,E,30.3,20.5,414
1532,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,416
1533,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.2,15.1,437
1534,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22.2,15.1,437
1535,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,E,30.6,20.6,418
1536,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,274
1537,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,274
1538,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,292
1539,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,13.8,275
1540,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,322
1541,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,288
1542,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.2,288
1543,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,299
1544,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.2,14.3,280
1545,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,327
1546,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,209
1547,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,209
1548,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,214
1549,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,278
1550,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,230
1551,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,290
1552,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,292
1553,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,275
1554,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,299
1555,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14,282
1556,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,322
1557,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,317
1558,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,292
1559,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,275
1560,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,306
1561,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,306
1562,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,334
1563,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,329
1564,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,8.8,6.5,179
1565,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9,6.7,184
1566,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,200
1567,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,209
1568,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,219
1569,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,251
1570,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,5.3,115
1571,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.1,163
1572,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,166
1573,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.6,6.6,177
1574,HONDA,CIVIC Si,COMPACT,2.4,4,M6,Z,10.8,7.6,216
1575,HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.3,5,120
1576,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.6,6.9,179
1577,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.1,7.2,191
1578,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,145
1579,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,159
1580,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.7,147
1581,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,156
1582,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,168
1583,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,244
1584,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,264
1585,HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,X,13.8,9.7,276
1586,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,177
1587,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,175
1588,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.5,6.3,172
1589,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,177
1590,HYUNDAI,ELANTRA,MID-SIZE,2,4,AS6,X,9.7,6.7,191
1591,HYUNDAI,ELANTRA,MID-SIZE,2,4,M6,X,9.8,7,196
1592,HYUNDAI,ELANTRA COUPE,MID-SIZE,2,4,AS6,X,9.6,6.8,191
1593,HYUNDAI,ELANTRA COUPE,MID-SIZE,2,4,M6,X,9.7,6.7,191
1594,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,AS6,X,9.7,7.2,198
1595,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,6.9,196
1596,HYUNDAI,EQUUS,FULL-SIZE,5,8,AS8,Z,15.8,10.2,306
1597,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,278
1598,HYUNDAI,GENESIS AWD,FULL-SIZE,5,8,AS8,Z,17.3,10.5,327
1599,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,283
1600,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.4,9.9,285
1601,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,260
1602,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13,9.7,264
1603,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.7,8.7,237
1604,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2,4,AS6,X,12.9,9.8,264
1605,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,255
1606,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,287
1607,HYUNDAI,SONATA,FULL-SIZE,2,4,AS6,X,10.4,7.4,209
1608,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,193
1609,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,193
1610,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.6,5.9,145
1611,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,145
1612,HYUNDAI,TUCSON,SUV - SMALL,2,4,AS6,X,10.2,8.2,214
1613,HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,11.4,8.5,232
1614,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS6,X,11.3,8.3,230
1615,HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,AS6,X,11.4,9.3,239
1616,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,X,11.6,9.3,244
1617,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,177
1618,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9,6.7,184
1619,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,9.9,7.6,202
1620,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7,196
1621,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,8.1,237
1622,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.5,8.7,248
1623,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,172
1624,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,189
1625,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,246
1626,INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,13.6,9.3,267
1627,INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,264
1628,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,269
1629,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,283
1630,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,253
1631,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.8,9.5,285
1632,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,267
1633,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,10.2,297
1634,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,6.9,172
1635,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.7,274
1636,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.4,8.5,232
1637,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,246
